0
269.2222,0.2222
269.1111,0.1111
269.2222,0.1111
269.3333,0.2222
270.0,0.2222
270.1111,0.1111
270.1111,0.2222
1
266.5556,0.2222
266.4444,0.1111
266.5556,0.1111
266.6667,0.2222
267.3333,0.2222
267.4444,0.1111
267.4444,0.2222
1
263.8889,0.2222
263.8889,0.1111
264.0,0.2222
264.7778,0.2222
264.8889,0.1111
264.8889,0.2222
1
282.7778,0.3333
282.7778,0.2222
282.8889,0.1111
282.7778,0.2222
1
261.4444,0.3333
261.3333,0.2222
261.3333,0.1111
261.5556,0.3333
262.2222,0.3333
262.4444,0.1111
262.4444,0.2222
262.3333,0.3333
1
291.1111,0.5556
291.0,0.4444
290.7778,0.4444
290.6667,0.3333
290.6667,0.2222
290.5556,0.1111
290.8889,0.4444
291.0,0.4444
291.1111,0.5556
291.6667,0.5556
291.7778,0.4444
291.8889,0.4444
292.0,0.3333
292.0,0.2222
291.8889,0.1111
292.2222,0.4444
292.3333,0.4444
292.4444,0.5556
293.2222,0.5556
292.3333,0.5556
292.1111,0.3333
292.0,0.3333
291.8889,0.4444
291.7778,0.4444
291.6667,0.5556
1
290.1111,0.5556
290.0,0.4444
289.4444,0.4444
289.4444,0.3333
289.3333,0.2222
289.2222,0.3333
289.2222,0.4444
288.3333,0.4444
288.3333,0.3333
288.2222,0.2222
288.2222,0.1111
288.3333,0.2222
288.3333,0.3333
288.4444,0.4444
289.1111,0.4444
289.3333,0.2222
289.2222,0.1111
289.5556,0.4444
290.0,0.4444
290.1111,0.5556
290.2222,0.5556
290.3333,0.4444
290.4444,0.4444
290.3333,0.4444
290.2222,0.5556
1
296.5556,0.6667
296.4444,0.5556
296.2222,0.5556
296.0,0.3333
296.0,0.2222
295.8889,0.1111
296.3333,0.5556
296.4444,0.5556
296.5556,0.6667
297.3333,0.6667
297.4444,0.5556
297.4444,0.4444
297.2222,0.2222
297.2222,0.1111
297.6667,0.5556
297.7778,0.5556
297.8889,0.6667
298.2222,0.6667
297.7778,0.6667
297.5556,0.4444
297.4444,0.5556
297.4444,0.6667
1
294.0,0.6667
293.8889,0.5556
293.5556,0.5556
293.3333,0.3333
293.3333,0.2222
293.2222,0.1111
293.6667,0.5556
293.8889,0.5556
294.0,0.6667
294.4444,0.6667
294.6667,0.4444
294.6667,0.1111
294.6667,0.2222
294.8889,0.4444
295.0,0.4444
295.1111,0.5556
295.3333,0.5556
295.4444,0.6667
295.6667,0.6667
295.7778,0.5556
295.8889,0.5556
295.7778,0.5556
295.6667,0.6667
295.4444,0.6667
295.3333,0.5556
295.0,0.5556
294.7778,0.3333
294.6667,0.4444
294.6667,0.5556
294.5556,0.5556
294.4444,0.6667
1
299.3333,0.7778
299.2222,0.6667
299.0,0.6667
298.5556,0.2222
298.5556,0.1111
299.1111,0.6667
299.2222,0.6667
299.3333,0.7778
299.7778,0.7778
300.1111,0.4444
299.8889,0.2222
299.8889,0.1111
300.4444,0.6667
300.5556,0.6667
300.6667,0.7778
301.2222,0.7778
301.3333,0.6667
301.2222,0.7778
300.5556,0.7778
300.4444,0.6667
300.3333,0.6667
300.1111,0.4444
300.0,0.5556
300.0,0.6667
299.8889,0.6667
299.7778,0.7778
1
304.5556,0.8889
304.4444,0.7778
304.3333,0.7778
303.8889,0.3333
303.8889,0.1111
303.8889,0.2222
304.4444,0.7778
304.5556,0.7778
304.6667,0.8889
305.4444,0.8889
305.5556,0.7778
305.5556,0.6667
305.2222,0.3333
305.2222,0.1111
305.2222,0.2222
305.7778,0.7778
305.8889,0.7778
306.0,0.8889
306.7778,0.8889
305.8889,0.8889
305.6667,0.6667
305.5556,0.7778
305.5556,0.8889
1
307.4444,1.0
307.3333,0.8889
307.1111,0.8889
306.4444,0.2222
306.4444,0.1111
307.2222,0.8889
307.3333,0.8889
307.4444,1.0
308.0,1.0
308.1111,0.8889
308.2222,0.8889
308.3333,0.7778
307.7778,0.2222
307.7778,0.1111
308.5556,0.8889
308.8889,0.8889
309.1111,0.6667
309.2222,0.6667
309.0,0.8889
308.4444,0.8889
308.3333,0.7778
308.2222,0.8889
308.1111,0.8889
308.0,1.0
1
355.3333,1.1111
355.2222,1.0
355.1111,1.0
354.4444,0.3333
354.4444,0.1111
354.4444,0.2222
355.2222,1.0
355.3333,1.0
355.4444,1.1111
356.2222,1.1111
356.4444,0.8889
355.7778,0.2222
355.7778,0.1111
356.6667,1.0
356.7778,1.0
356.8889,1.1111
357.2222,1.1111
357.3333,1.0
357.6667,1.0
357.7778,0.8889
357.2222,0.3333
357.2222,0.1111
357.2222,0.2222
357.8889,0.8889
358.0,0.8889
358.1111,1.0
359.0,1.0
359.1111,0.8889
359.1111,0.7778
358.5556,0.2222
358.5556,0.1111
359.3333,0.8889
359.4444,0.8889
359.5556,1.0
360.1111,1.0
360.3333,0.7778
360.3333,0.6667
360.0,0.3333
360.0,0.1111
360.0,0.2222
360.3333,0.5556
360.4444,0.5556
360.5556,0.4444
360.5556,0.3333
360.6667,0.2222
360.6667,0.1111
360.6667,0.2222
360.5556,0.3333
360.5556,0.5556
360.4444,0.5556
360.3333,0.6667
360.4444,0.7778
360.3333,0.7778
360.2222,0.8889
360.2222,1.0
359.4444,1.0
359.2222,0.7778
359.1111,0.8889
359.1111,1.0
358.0,1.0
357.8889,0.8889
357.7778,0.8889
357.6667,1.0
357.3333,1.0
357.2222,1.1111
356.7778,1.1111
356.5556,0.8889
356.4444,0.8889
356.3333,1.0
356.3333,1.1111
1
313.1111,1.1111
313.0,1.0
312.5556,1.0
312.4444,0.8889
312.3333,0.8889
312.2222,0.7778
312.1111,0.8889
312.1111,1.0
311.3333,1.0
311.2222,0.8889
311.1111,0.8889
311.0,0.7778
310.8889,0.8889
310.8889,1.0
309.8889,1.0
309.1111,0.2222
309.1111,0.1111
310.0,1.0
310.7778,1.0
311.0,0.7778
310.4444,0.2222
310.4444,0.1111
311.2222,0.8889
311.3333,0.8889
311.4444,1.0
312.0,1.0
312.2222,0.7778
311.7778,0.3333
311.7778,0.1111
311.7778,0.2222
312.4444,0.8889
312.5556,0.8889
312.6667,1.0
313.0,1.0
313.1111,1.1111
313.5556,1.1111
313.6667,1.0
313.6667,0.8889
313.1111,0.3333
313.1111,0.1111
313.1111,0.2222
313.8889,1.0
314.1111,1.0
314.2222,1.1111
314.8889,1.1111
314.1111,1.1111
314.0,1.0
313.8889,1.0
313.7778,0.8889
313.6667,1.0
313.6667,1.1111
1
350.0,1.2222
349.8889,1.1111
349.7778,1.1111
348.8889,0.2222
348.8889,0.1111
349.8889,1.1111
350.0,1.1111
350.1111,1.2222
350.6667,1.2222
350.7778,1.1111
350.8889,1.1111
351.0,1.0
